language,labels
abe bharwe halala haram hai islam me aur 3 talaq bhi duniya ke 57 arab countries me se kisi me nhi hota ye...yaha ke kuch pagal jahil log hai jo aisa karte hai aur tumlogo me sati bhrun hatya bal vivah jaisa ghinauna ritual hai,0
 toh mat kijiye sir ! ðŸ™ dil se mat kijiye,1
"ab q nahe aya ap ka tweet, bhang to nahe lay li jo aaj is jahil ahmaq gadhay chor corrupt insan k behuda byan pe is se sawa nahe kia!!??  bhens",0
pagal yahodi daboo imran chore zakat khore,0
"jaane kab kaun kise maar de kaafir keh ke, sheher ke sheher musalmaan hua firta hai",0
    tum wo white off main ho ðŸ˜,1
bus yhi kro tum din bhar holi khelte rho deewar p raat ko to... bc thand m kaise kar lete ho be,0
"bht afsoos hota hy is soch par k dusry ny  galat kiya hy to ab ap b galat karo gy,,,,, o bhai such k sath jeo,,,  imran ko to ap yahodi kehty hu par ap to deen waly hu kuch to socho islam k bary my kya asar jae ga",1
teri bhen abhi chod  kr utha hun. raat bhar pela usko,0
apni gandi zaban se jinnah ka nam na ly bharwe,0
oe   phattu sala violence ka answer dey bc,0
bhenchod fabinhooooo,0
when is the book fair? bhoy goswamy and others are clapping like eunuch. these intellectuals deserve a good welcome song for book fair with similar hijra clapping.,0
whattt? second class??? they get haj subsidy they have their own laws they dont follow any unifrom civil code and can wear what they want . they have reservations in univerisities . they becoem president. hindus dont even care shia sunni or ahmedi .,1
"bhenchod apni lums ki team ka coach hi rakh lain. atleast he has a clear style of play and sticks to it. but get allegri,arteta, mourninho, german coaches anyone at this point honestly. he can't turn this around for sure.",0
aakhir ye kab-tak  hijday randiyow ki maan-maani  yahi sab sikhatye hai aur yahi sab sikhtye hai kya is jnu may  ager ye gandi nasal aaise hai tho inkye maa-baap pakkye hira-mandi kye bhadway aur randi hogye,0
 i can say that too but i read it carefully ab tou sb mehnga itna ho gya haiðŸ˜‚ðŸ˜‚ pata chlta rheta hai ðŸ˜‚ðŸ˜‚,1
 mene to phly hi bola tha ab yaqeen ho gya manuðŸ˜ðŸ˜,1
bhai randi ke bacche to tum log ho tumhara aabba koun hai khud tumko pata nahi hota kabhi tumhara bhap ka bhai tumhari maa ke sath sota hai kabhi tumhare baap ka baap tumhari aammi per chad jata hai  kayde mai rahoge to phayde mai rahoge halala ki aulad,0
mughal pure ka bharwa shreef bharwa family k sat bharwe pane ki bhi had hai,0
aray yehi wo apke baray kehta ab hm kisko manen,1
 g jab pm bana to awam ko faqo pe laga diya ap logo ko mera khayl ha ghareebo ke halaat ka koi pata ni ke wo aj kal kis karab sy guzar rahe hain,1
haahhahha saqib bhai ki halat toh apne s zyada tight hogyi thðŸ˜‚ abay pait khulne tk kharay rahay thay sab bc itne kanjar hain,0
correct this goes for maulana diesel too. because all what he says yahoodi lobby viki leaks and qadiani conspiracies is a blatant lie,0
 yh jugat tu nhi thi ðŸ˜’,1
 han karela jesa.....itni kharab life ay koi bigboss ki story b ni suntaðŸ™ƒðŸ™ƒ,1
  aby tu phr agai,1
" leken jo bhi hy, unko jo required hy woh to 10 times mehngi ho chuki hy, i mean pti ki har foolishness ko to defend krna nh bnta, all grocery items, electricity n gas bills av perturbed the middle n upper middle class aswell what to talk bot ppl living below that, its high time",1
"https://t.co/npmxa4wmoo just a reminder, 22.8 million children out of school. second most in the world and second to only nigeria. hope v focus on this &amp; don't dismiss it as a 'yahodi sazish' or something else     ",1
"bro hum bharat me rehte hain. shia sunni ahmadiya pashtun hamare army me bhi hain.  dekh yaar mai phir bol raha hoon. army pe nahi, army control karne wale pe nazar rakhna hai. army buri nahi ho sakti, lekin leaders ho sakte hain.",1
isi lia tow bol raha tu phele sakoon me ja phr me jaun ga.,1
let me report your account. people who can't beat on battle ground do hijra works like you doing ðŸ˜‚ðŸ˜‚,0
bagga sir ye janm se hi hai chutiya and charsi donno ! ðŸ˜‚ðŸ˜‚,0
chup be bhen chod chuttad... blocked mc,0
"humary naye sir itnay young dikhty thy aur height bhi itni nahi thi so maine apny sir ko bol diya tha ""o bhai teri class nahi hai chal nikal"" phir 3 din kay liay college walon nay anay hi nahi diya",1
 ðŸ˜‚muje kar legi call puchegi to..fikar mat kar tu,1
bhenchod ye har insaan instagram pe ayushman khurana ka kuch toh kyu daal raha hai,0
criminal tere baap ka kya jata hai,0
isme kahne ki kya baat hai ki ye rundi ka bacha nai hai ye to maha madarkhod hai ðŸ˜†ðŸ˜…ðŸ˜‚ðŸ¤£#antinational_owaisi,0
so dad went to meet his friend in germany & the friend has lots of walnut trees in his garden. naturally he gave dad about 4 kg of it! ðŸ˜†  i've just made 'akhrot ka halwa' with it. 'absolutely delicious' was the verdict. ðŸ¤“ next week will be walnut cake. ðŸ™ŒðŸ»,1
 nahhhhhhhhhhhhhiiiii but joht se bhtr hai,1
kuch bhi matlab internet mil gaya to kuch bhi -_- agar itna hai to uss time uss women ki help karni chaiye thi twitter par giyan bantnay kay bajay,1
maa sha allah so cute,1
shuker hain youthai hain chu.... nahin. dusra ap k bhagore na kon sa koi ghairat ka koi kaam kia hai? benazir ki shalwaren utarne ki baten kerta tha baad main ameer ul momineen banne ki chah char gei thi us ganje shaitan ko. yahoodi k sath business bhi ap k leader ne he kiay hain,0
unki aulaad b sweet ha bht ðŸ˜ŒðŸ˜Œ,1
merey sey shadi ker bhi ley ab bharwe,0
 phir theek hai ðŸ˜ðŸ˜‚,1
abbasi sh hakumit kabza gurop ki ha faslay b ghq ma hoty han,1
     hn maloom h maloom he chlðŸ˜‚ðŸ˜‚,1
hijra army to tumhari ha jis ka 65% area pr control hi nhi ha. ðŸ˜‚ðŸ˜‚ðŸ˜‚  dekho hijra army kesy buzdali se dekh rhi talibano ko district capture krty huay,0
aby akhrot ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
jee koi masla hai?,1
 hahaha pehli dfaa ciggerate peete dekha kissi koðŸ˜‚,1
"bhateejy cool down yar. bhutto ny jo krna tha wo kr guzra, bhugatt lia r zia ny jo krna tha kr k bhuggat gaya. now we have to move forward k maazi ki ghalti dohrai na jaiy. lykin aaj b un ki support ki ja rhi hy jo hamari sippah ko gali dy rhy hain.",1
 itni ye kaaki  ðŸ˜–....jub bhi pakistan aye gi mary gi ia,0
ðŸ˜‚ðŸ˜‚ðŸ˜‚ apki khidmat main haazir hainðŸ˜‚ðŸ˜‚,1
hats-off to the fellow commuters for standing up to anti-semitic abuse.  musalman yahoodi bhai bhai.,1
pata hai hamari marzi sy hamari army ham pr hakumat krti hau tu kon hai beech main tang marny wala ja. ja gao matta ka mout pe jo tera kam hai tum officer ni indian army k bharwe hain,0
apni maan k bharwe tujhe aur tere bhai ko suar ki maut  milegi inshallah,0
 ap to brry brry log ðŸ™ŠðŸ™Š,0
  ðŸ˜‚ðŸ™ŒðŸ¼ teri in he adaon py to sabh marty hain ðŸ˜‚,1
 cricket k baghair kesay time pas hota hy,1
"baldia town me 300 jal k mar jane walon ka case in sab cases se bara hai lekin us case me chief justice se le kr civil judge tak poora nizam hijra ban gaya , insaf ki bat karo, bugz na nikalo",0
rt :   happy birthday king khanâ¤ï¸ðŸ’« but bahanchod se kya dusmani haiðŸ˜‚,0
tu aukat meh reh bhenchod madarchod,0
sasta nasha krta hai bharwe,0
are nepaliyo se mungfalli nahi tootati gand se akhrot todenge ye !,0
#mediastayunbiased hamid mir ne ziada tar lifafy bhoto ki jaib se nikaly thy.. jis ki waja se is qatalana hamla kia gya tha. jis se bach gya.pak ko r barbad krne k liye. ,0
randi kanjari apny father ka khyal abhi tak nahi aya,0
bharwe meri tweet pr baaten chood raha hae tou,0
knock knock to your common sense...why would ahmedi maulvi perform jenaza of a person who did not pray behind an ahmedi imam??? such a person would not even like ahmedi imam perform his janaza...,1
randi ke bache tu nahin maanega,0
kiya pakistan main asa tv show bhi ho sakta hai kabhi || smart facts ,1
is robot main thori settings change kr len takay wo automated reply say pehlay inbox dekh lay. ,1
is randi ne bi mera chapa hai,0
aj he laya  hun 3800 ky half kg aa jao  with kajo  and akhrot  maziydar,1
chel bhenchod saley  pathan pnjabi bhi hain hamesha se,0
 es ka mtlb soch rahi ho mery bary mai..koi nhi socho sochny pey kis ka xoar haiðŸ‘ðŸ‘ðŸ¤­ðŸ˜‚,1
"teri maa ka bhosra big big big breaking ,",0
q ka ap jyse mere bandr dost yaha heinðŸ§,0
" najane hm kaha ja rahe hn aur media hme ks tarf le ja raha he, kahin aisa na ho kl ko hm allah k han bhi khali hath hon aur dunia bhi hme dhutkar de",1
 ðŸ˜‚khud dhoond ri thi yar main to apka intro dia,1
ban u nd leftist rande nd randi,0
 tu main ny bhi aik line keh diðŸ˜‚ðŸ˜‚,1
mera randi rona kabhi ni ruk sakta ðŸ¥º,0
ye teri maa ki phudi eahsan iqbal,0
apni bhen ko ja k dekh lay bharwe kutty,0
ao luddo khailen ab koi b ni khail ra,1
  yeah toh mujhy pata hai koi nai baat karo..ðŸ˜‚ðŸ˜‚,1
 ek tweet retweet karwani hai..tum ny vada kiya hai..ðŸ¥ºðŸ¥º,1
bhai maa chod do in jihadiyo ki,0
axha tu kisi angreez ki najayz pedawaar hai jo teri maa ko chod gya thaa,0
ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ charsi kab se freedom fighter ban gaye,0
abe mc mein bheju teri maa cow ka photo kat te hue bc. chod teri tarah andhbhakt nhi hu aur nhi illiterate.. go and drink cow piss.,0
 yra kuch logo n demagh ki lassi bnai hui,1
nahi aap sa koi ho hi nahi sakta,1
"jab tum nay ahmaq ko apna oper charnay ki ijazat di thi tab????? gandi orat,",0
ayse nai ayse le tu ðŸ˜†ðŸ¤£ ,1
 main tu masoom hun ðŸ˜‘ ap jao na ðŸ¥º,1
banchod bdk rundi ki bachoo dharam k naam p rape ki bhi dekhte ho suar ki aulaaado tm jese log hi rape krte ho uneducated,0
lpc sethi and u,0
shame on you sab jub ap log shahad istimal karta rha ho,1
bharwe aa gye hai sarkar me,0
kejriwal is kanjari lala,0
 kia kiya h is ny..q arrest kia,1
jao oe koe nii.. wo samj raha ha k shyad mae ap k sath flirt kr rha hon ya dana dal raha hon ya. kuch bhi esa.  jab k esa nhi ha. â˜¹ï¸â˜¹ï¸,1
couldn't the same women power abl to frighten halala polygamy addicted muslims  ???,1
my uncles house sweepers 13 year old has a mobile phone and he is a small grocery store owner.. kbhi office sy niklain to pta chaly aap ko,1
aray bakrichod tumko to maa bhen ki gaali bhi nai de sakte kyuki tum log ko ghanta farak nai padta maa ho ya behen thukai chalu ðŸ˜’ðŸ˜’ðŸ˜’  aur abb to bakriyo par zor aazmane lage ho kyuki tumhari maa bhen ko to china wale kuda rahe hainaðŸ˜›,0
aik faqeer zakat khore yahodi ko aik awami leader nawaz sharif kiyon zamanti bond thay. jali pm ki apni koi garantee nahi k kal bhaagh jayay aur bond bhi zakat ki tarah khaa jayay. nawaz sharif hero of the nation. lakh lanat teray jaman tay harrami qadiyani niazi,0
"abey ooooo aj k insaaf k baad tou tujhe bhonkny ka koi haaq nahi bhen chod... offline hoja warna bhoat galliyan parenge,",0
tayyar hain tayyar hain pichly maheny sy lgy hue or khud opening ceremony ki tayari kr k he nhn aye bc.  #psl5,0
randi ho tum,0
 bilkul sai kha aap nay,1
  aray bhai laxmi bomb ki prediction nhi puchi thiðŸ˜ðŸ˜ðŸ˜,1
twitter pe wo he log attention la sakte ha jo randi rona krta ha ðŸ˜‚ðŸ˜‚ for example choro example ko ap ko behtar pata ho ga ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ’«,0
#article6forptmleadership  pakistan ka sab dushmano ko allah nisto  nabos kry ameen,0
aby randi k bchy teri bhn ko ghunghru phna k choduu..  hmsay b preshan hojayn mujra chl ra k chudai chl re ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
   my ny pehly farsi my nai bola ky ab ye lafz mat kehna samajh nai ata kia,1
inko maroo bc ðŸ˜­ abida perveen he theek the ðŸ’”  #pslv,0
  sir khany peeny ki chezen to sasti kr den har koi job wala ni hai,1
  haa aisy apni marzi sy jesko marzi follow krro. at least hum kese ko follow back deny k liye bound toh nhe hoty.,1
khabees bharway. tu kiya kare ga. tu india ka agent hai.,0
"aur saaray ahmaq pakistan say...,2015-11-13 16:49:08",0
ni to phir unfollow kr do bhenchod,0
 yr kr rhi hon gi no doubt... par na m ne kbhi koi kiya r na e aesi kisi ko dekha ya janti so m tou yehi kahun gi r hn abu se. ab tou unho ne b chorr di hui h r wo typical abba type ni hain m ne srf try krni thi that's why krne di mjhy tb  & it's abu not my baba abbu is bare aba,1
inke maa ka sale chutiye hai kya ye dekho bhenchod #nidhiagarwalchutmariki,0
  kal ap k pm ne kaha pakistan pe qabzay k liay 10 days chahiay  we welcome him tea is ready,1
"ch sahab is insan ko hypocrisy check karoðŸ˜‚ meri tweet ka khud reply kar ke. pehle english pe taunt mara, phir article send kia phir bomb blast ka bola aur ab kehta hai main ne start kia sabðŸ˜‚ðŸ˜‚",1
ye #psl5 k baad phir conex keys pe shift ho jana hy itna khush na hon har sal #psl dekha k #ptvsports #conax key pe chala jata hy ðŸ˜€ðŸ˜ðŸ˜‚ðŸ˜‚ðŸ˜‚,1
 aurat ko gali ni di kisi dyin ko gali di  ha isliay hum geo k sab channel ka boycott kartay hain jis pakistan k norms ko khatam karnay wali dyin ko support kia,1
o bhootniii keeee ye hindu e aesi tesi krwa rhy hn kashmir mn. hindu e america ke sath afghanistan mn hn hindu e apny hindustan mn sub ki band bja rhy hn or tum logon ki phat rhi hai ab bc,0
chehre se toh muskura deti hai maa par aankho se dard chupana bhul jaati hai maa.ðŸ’•,1
is cult  mein kisi boht hi pyare ko kho dene k baad uski qaber pe phool rakhna b jurm hai west mein qaberisat se phool chura k un ko sale kr k ahmdi chanda dia karte hain takey ragister se naam na kut jaye,0
 asif ghafoor ne jo tikke tum lifafun ko lgaii hai wo chain nhi lene dein gy tum logun ko agle 20 saal tak ðŸ¤£,0
kia yad kra dya  badtameez aurat manhoosðŸ˜­,0
bola tha naa wuhan mat jao?,1
" phupho  saba k khilaf ab kuch kia apnay, tou youâ€™ll hear from my lawyer.",1
"no matter how much you help a muslim, a hindu remains a kaafir to him - a cretin lowest in the hierarchy of the living. good riddance.",0
abbey gaandu... dalle proof chiye bhadwe.. lund le le mera bosdk  #asimfandomhits6m,0
  fake hota hai kisi pe ykeen mat kro  voting list private hoti hai   bss vote kro sana ko jyada se jyada,1
 oh  you got permission from bajawa sab to tweet this .,0
"as per constitution of pakistan, a transgender (shemale/hijra) cant be pm of pakistan. so keep crying no one cares!",1
 islamabad s shift kar jao,1
i m in a relationship with *sorry we can be only friends*....... bahanchod zindagi kharab ho gayiii hai friedzone ke chakkar me  #friendzone #fr_se_kt_gaya,0
ye voda wale chutiya hai. bhen chod.,0
 ni ap ki sohbat ka asar ni h q k ma apni wifi se kutt ni khatiðŸ˜‚,1
bhenchod ye raat kabhi dhalti hi nahi.,0
all triple a videos game releasing from now on will be 100+ gb. ajeeb bhenchod.,0
q kro ye hy hi sasti randi ðŸ˜‘ðŸ˜‚,0
"rt : son be like  ""agr apse kisi ne kar li ha tu muj se bhi koi kar le ga"" ðŸ˜‚",1
zafar bhai sheron ki foj ka hijra commando,0
 haan aur kis sy kahon ja kðŸ™„,1
apna maal bechnay kay kabhi kabar mirasi bhi banna parta hai. ðŸ˜‚ðŸ˜‚ðŸ˜‚,0
ye wardi wale madar chod tm jese chootio ko le aye apni maa chudai k liyee,0
ma ny b dekhna th sprayðŸ™„ðŸ™„,1
 aap dajjal ki sathi ho aur koi bat nahi amna......ais liye toh pakistan main shadi jaise pakeeza rishtey ko khatam kar ke living relationship concept lana chahte hain....marvi sirmed ne pakistan ki nazriati border ko cross kia hai toh ais liye mavi k liye galian bhi kam hain...,0
baray baray begherat dekhe per in se bara begherat bi koi nae lanati,0
bs yhi hai sacchai inki... jnu ki randiyan ðŸ˜‚ðŸ˜‚ðŸ¤£ðŸ¤£,0
 mat suno apnae kaano pr rehm khaoo larkiðŸ™Š,1
lekin asal maza tou unho ne hi dia hoga,0
rt : asa kon ludo khelta hi bc ....ðŸ˜‡,0
 or haan tm pe or uss ghaleez soowr pashteen per bahrpoooor lanat.,0
rt : modi be like: dekh jani itnay itnay bacchay bhi gahliyan detay hain mujhy aaj doob hi jata hoon,0
delhi police k pass sabka jawab hain tera bhi charsi or is launde ka bhi.,0
zardari dako party hijra bilawal,0
 mat mano bt hakekat yehi hai chutkuuuu ðŸŒšðŸ˜‚ðŸ˜‚ðŸ˜‚,1
sab ka katy gaðŸ˜‚,0
"rt : hum ek baar jeete hai,  or ek baar marte hai   toh bhenchod yh nhana baar baar kyo pdhta haiðŸ˜‘",0
halala ki paidayash tere mauvi k 1000 photo edit kr de aise to....madrasa chap he rhige bdk,0
"  quran pak mein aurat k bary mein wazeh likha hy k ""jub apny ghar se niklo tw apny munh par chadar latka liya kro"" and what these feminists do. pent shirts pehn kr, baal khuly chor kr apny rights k lye lar rahi hyn. baqi allah hum sb ko hidayat dy or apko bhi. ameen",1
may allah keep her forever for you....ðŸŒš ab smjh jaoðŸ˜‚,1
ye mard nai hijra lag raha vishal mera koðŸ˜‚ðŸ˜‚,0
ni teri maa hera mandi ki randi hy tabi me tuje thek se janta honðŸ˜‚ sipah sahaba us rat kitni dair tery ghar me thy me janta hon tabi tu paida howa ðŸ˜†ðŸ˜†,0
"jitni ghr waly daily chai bnwaty hein, soch rhe hon chai ka khoka khol leti hn  buisness ka buisness hojaye ga,  bachpan ki khuwahish b pori hojaye ge ðŸ™ˆ",1
youâ€™re the harami person iâ€™ve ever seen! ðŸ¤£,0
rt : lq walo ne gladiators ko glti se kings smjh liya he shyd,1
ye aunty ko bs jehar ugalna aata h.. muslim me kya jayaj h or kya na-jayaj ye muslim aurato ko acha se pata h tm jaise randiyo ko samjhane ka jarurat nhi h.. jao tm apne baap ka bistar garm kro.. baap intejar kr raha hoga,0
 kis ko bola hay g,1
   say allah maalek hai. and it is our usual conversational refrain.,1
skincare routine te mai follow karla par saali skin hi ni care krdiðŸ¤¦ðŸ½â€â™€,0
to the people jo pizza burger ki pictures lagatay hain... abay tou bhaee khud khao... humaray mood ki maa ko q de raha ho... dua hai unhain tattiyan lagain bhenchod ://,0
